Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType_New_Visitor,VisitorType_Returning_Visitor,VisitorType_Other,Weekend,Revenue
0,0,0,0,0,0,0.18,0.181818182,0,0,6,2,2,7,6,0,1,0,0,0
0,0,0,0,0,0,0.2,0.2,0,0,11,1,1,8,8,0,1,0,0,0
0,0,0,0,0,0,0.2,0.2,0,0,11,1,1,9,2,0,1,0,0,0
0,0,0,0,0,0,0.2,0.2,0,0,11,1,1,9,3,0,1,0,0,0
0,0,0,0,0,0,0.2,0.2,0,0,5,2,2,8,3,0,1,0,0,0
0,0,0,0,0,0,0.2,0.2,0,0,5,3,2,3,18,0,1,0,1,0
0,0,0,0,1,0,0,0.1,0,0,11,2,6,1,3,0,1,0,0,0
0,0,0,0,1,0,0,0.1,0,0,12,8,13,9,20,0,0,1,0,0
0,0,0,0,1,0,0,0.1,0,0,3,2,2,2,6,0,1,0,0,0
0,0,0,0,1,0,0,0.1,0,0,5,2,2,3,18,0,1,0,1,0
0,0,0,0,1,0,0,0.2,0,0,12,3,2,4,1,0,1,0,0,0
0,0,0,0,1,0,0,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0,0.2,0,0,3,2,2,1,2,0,1,0,0,0
0,0,0,0,1,0,0,0.2,0,0,3,2,2,5,1,0,1,0,0,0
0,0,0,0,1,0,0,0.2,0,0,7,1,1,4,4,0,1,0,0,0
0,0,0,0,1,0,0,0.2,0,0.2,5,2,2,6,1,0,1,0,0,0
0,0,0,0,1,0,0.1,0.2,0,0,7,2,2,2,5,1,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,10,1,1,1,1,1,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,10,1,1,8,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,10,2,2,6,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,10,2,5,1,20,0,1,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,10,3,2,2,3,1,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,1,1,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,1,1,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,1,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,2,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,3,8,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,4,10,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,4,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,5,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,5,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,6,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,6,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,2,7,10,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,8,1,11,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,8,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,8,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,8,8,11,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,10,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,20,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,6,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,2,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,2,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,4,11,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,6,10,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,6,13,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,6,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,7,10,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,7,11,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,7,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,7,8,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,8,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,9,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,1,10,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,7,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,5,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,5,2,1,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,6,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,6,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,6,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,7,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,1,0,0,1,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,13,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,8,1,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,2,11,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,3,10,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,4,1,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,4,1,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,7,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,7,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,7,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,9,13,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,4,1,1,10,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,4,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,4,1,1,3,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,4,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,4,1,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,4,2,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,4,2,1,8,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,6,2,9,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,7,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,1,2,8,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,13,9,20,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,2,6,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,2,9,2,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,2,9,3,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,5,3,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,6,1,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,2,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,2,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,3,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,3,3,1,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,4,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,4,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,4,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,5,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,6,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,6,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,7,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,13,9,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,13,9,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,13,9,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,13,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,2,2,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,3,1,0,0,1,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,4,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,4,8,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,5,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,5,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,6,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,6,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,6,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,7,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,8,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,8,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,8,11,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,8,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,9,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,4,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,4,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,4,7,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,5,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,1,1,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,2,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,2,10,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,3,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,3,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,4,11,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,4,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,4,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,6,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,6,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,7,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,7,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,7,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,9,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,3,1,8,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,8,13,9,20,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,8,13,9,20,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,8,13,9,20,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,8,13,9,20,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,8,13,9,20,0,0,1,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,8,13,9,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,1,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,3,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,2,2,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,2,2,4,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,2,2,2,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,2,2,7,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,2,4,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,2,6,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,2,3,3,3,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,2,4,1,9,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,9,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,9,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,3,9,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,4,9,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,7,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,8,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,8,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,8,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,2,9,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,10,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,2,10,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,2,3,0,1,0,0,0
